,PassengerNumber,Name,HomePlanet_0,HomePlanet_1,Destination_0,Destination_1,deck,numofcabin,side_0,side_1,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
1138,1208,729,1,0,0,1,6,178,0,1,23,False,False,0,0,6,30,200,False
1139,1210,3797,1,0,0,1,6,179,0,1,45,True,False,0,0,0,0,0,True
1140,1210,2353,1,0,0,1,6,179,0,1,23,False,False,393,510,0,0,5,False
1141,1211,567,1,0,1,0,6,186,1,0,53,True,False,0,0,0,0,0,False
1142,1211,2039,1,0,0,1,6,186,1,0,8,True,False,0,0,0,0,0,False
1143,1211,1138,1,0,0,1,6,186,1,0,6,True,False,0,0,0,0,0,True
1144,1211,2808,1,0,0,1,6,186,1,0,3,True,False,0,0,0,0,0,False
1145,1211,6950,1,0,1,1,5,232,1,0,13,False,False,1,212,843,78,10,True
1146,1211,3978,1,0,0,1,6,186,1,0,60,True,False,0,0,0,0,0,False
1147,1211,1352,1,0,1,1,6,186,1,0,1,False,False,0,0,0,476,0,True
1148,1212,5130,1,0,0,1,6,180,0,1,40,False,False,0,1,195,560,0,False
1149,1213,5031,1,0,0,1,5,242,0,1,51,False,False,0,0,800,0,4,True
1150,1214,2591,1,0,1,1,6,181,0,1,31,True,False,0,0,0,0,0,True
1151,1215,4623,1,0,0,1,6,187,1,0,28,True,False,0,0,0,0,0,True
1152,1216,4057,1,0,0,1,6,182,0,1,20,False,False,65,905,0,0,0,True
1153,1218,4556,1,0,0,1,5,243,0,1,14,False,False,0,0,0,2143,7,False
1154,1220,5655,0,1,0,1,4,76,0,1,23,False,False,0,592,0,345,810,False
1155,1221,8335,1,0,0,1,6,188,1,0,4,False,False,0,0,0,0,0,False
1156,1221,7855,1,0,0,1,4,87,1,0,20,False,False,0,0,0,1608,1,False
1157,1222,2942,1,0,0,1,6,183,0,1,75,False,False,0,493,0,131,132,False
1158,1223,7589,0,1,1,1,2,48,1,0,24,True,False,0,0,0,0,0,True
1159,1225,5312,1,0,0,1,5,244,0,1,18,False,False,2,1311,60,28,1,True
1160,1228,7145,1,1,0,1,5,945,0,1,21,True,False,0,0,0,0,0,True
1161,1228,5952,1,1,0,1,4,89,1,0,59,False,False,142,0,907,0,0,True
1162,1229,5924,1,0,0,1,5,245,0,1,27,False,False,0,0,863,33,2,True
1163,1230,1580,1,0,0,1,6,189,1,0,38,False,False,354,34,0,291,229,False
1164,1231,5371,1,1,0,1,4,77,0,1,41,True,False,0,0,0,0,0,False
1165,1232,6902,0,1,0,1,2,49,1,0,36,True,False,0,0,0,0,0,True
1166,1232,7802,0,1,1,1,2,49,1,0,29,False,False,0,42,0,4651,661,False
1167,1233,6,1,0,1,0,6,184,0,1,22,True,False,0,0,0,0,0,True
1168,1234,2230,1,0,1,0,5,236,1,0,23,False,False,0,0,1250,0,0,True
1169,1235,5180,1,0,0,1,5,237,1,0,32,False,False,27,393,1061,27,0,True
1170,1236,1364,1,0,1,1,5,246,0,1,21,False,False,614,43,0,1,0,False
1171,1238,5522,0,1,0,1,2,50,1,0,26,False,False,0,1026,3301,831,356,True
1172,1238,2625,0,1,0,1,1,53,1,0,61,True,False,0,0,0,0,0,True
1173,1239,3603,1,0,1,0,4,78,0,1,30,False,False,585,13,122,40,105,True
1174,1240,5923,1,0,0,1,5,238,1,0,40,False,False,889,185,0,0,28,True
1175,1242,655,0,1,1,1,2,48,0,1,37,False,False,0,4677,0,115,223,True
1176,1243,7530,0,1,0,1,0,9,0,1,41,False,False,0,4224,0,1374,1281,False
1177,1243,3263,0,1,0,1,0,9,0,1,32,False,False,8168,69,11,371,0,False
1178,1246,7950,1,0,0,1,6,185,0,1,30,False,False,0,192,0,565,0,False
1179,1248,4805,1,0,1,0,5,239,1,0,27,False,False,0,251,0,0,0,True
1180,1250,2375,1,0,0,1,5,240,1,0,22,False,False,0,17,0,61,567,False
1181,1254,2035,1,1,0,1,3,44,1,0,54,False,False,704,0,431,0,47,False
1182,1254,915,1,1,0,1,5,241,1,0,27,False,False,4,0,896,229,0,False
1183,1255,7090,1,1,0,1,5,242,1,0,52,True,False,0,0,0,2,0,True
1184,1255,6543,1,1,0,1,5,242,1,0,15,True,False,0,0,0,0,0,True
1185,1256,3739,1,1,0,1,4,92,1,0,27,False,False,1277,0,1,10,9,False
1186,1258,7531,0,1,1,1,0,10,0,1,30,False,False,0,3628,289,1737,4987,False
1187,1259,2912,1,0,0,1,5,243,1,0,19,False,False,0,0,619,0,142,False
1188,1260,3368,1,0,1,0,6,186,0,1,22,True,False,0,0,0,0,0,True
1189,1261,1292,0,1,1,1,2,49,0,1,43,False,False,1365,3106,0,50,2313,False
1190,1263,982,1,1,0,1,5,244,1,0,25,False,False,1084,1,66,0,5,False
1191,1264,3106,1,0,0,1,4,79,0,1,51,False,False,0,1,0,51,945,False
1192,1267,3830,1,0,1,0,6,191,1,0,34,True,False,0,0,0,0,0,True
1193,1269,3464,1,1,0,1,4,80,0,1,21,False,False,2066,0,15,0,1,False
1194,1271,5450,1,0,1,0,6,189,0,1,21,True,False,0,0,0,0,0,False
1195,1273,7561,1,0,0,1,5,246,1,0,23,False,False,0,0,0,759,0,False
1196,1274,1811,1,0,1,1,5,254,0,1,38,False,False,0,0,591,40,173,False
1197,1278,6559,1,0,0,1,6,190,0,1,30,True,False,0,0,0,0,0,False
1198,1279,6787,0,1,1,1,2,50,0,1,31,True,False,0,0,0,0,0,True
1199,1280,652,1,0,1,0,5,257,0,1,44,False,False,0,178,482,0,0,True
1200,1281,546,1,0,0,1,6,193,1,0,14,True,False,0,0,0,0,0,False
1201,1282,2373,1,0,1,0,6,191,0,1,18,True,False,0,0,0,0,0,False
1202,1283,2781,1,0,0,1,6,194,1,0,19,False,False,6,0,1,714,0,False
1203,1284,3652,1,1,1,0,5,247,1,0,23,True,False,0,0,0,0,0,True
1204,1285,6614,1,0,1,1,5,258,0,1,36,False,False,286,415,16,0,0,False
1205,1286,4150,1,1,0,1,5,248,1,0,10,True,False,0,0,0,0,0,True
1206,1287,8327,1,1,0,1,5,259,0,1,1,True,False,0,0,0,0,0,True
1207,1287,7320,1,1,1,1,5,259,0,1,4,True,False,0,0,0,0,0,True
1208,1287,2306,1,1,0,1,5,259,0,1,21,False,False,733,0,1084,1,43,False
1209,1288,5825,1,0,0,1,6,192,0,1,24,False,False,621,0,0,0,0,False
1210,1289,3998,1,0,0,1,6,195,1,0,8,False,False,0,0,0,0,0,False
1211,1289,1704,1,0,0,1,6,195,1,0,18,False,False,789,0,2,0,19,False
1212,1291,6924,1,1,0,1,5,260,0,1,33,False,False,1758,59,4,0,0,False
1213,1292,6931,0,1,1,1,1,55,1,0,31,False,True,0,27723,3,202,3146,True
1214,1292,4119,0,1,0,1,1,55,1,0,43,False,False,105,368,268,842,13,True
1215,1293,2599,1,0,0,1,5,261,0,1,20,False,False,213,0,0,0,584,False
1216,1294,198,0,1,0,1,0,14,1,0,28,True,False,0,0,0,0,0,True
1217,1294,1647,0,1,1,0,0,14,1,0,30,True,False,0,0,0,0,0,True
1218,1294,2435,0,1,0,1,0,14,1,0,28,False,True,233,0,0,0,0,False
1219,1295,5961,1,0,0,1,5,289,0,1,19,True,False,68,0,0,719,0,False
1220,1299,5850,1,0,0,1,5,250,1,0,22,False,False,0,0,675,5,0,True
1221,1300,5090,1,0,1,1,5,251,1,0,27,False,False,1,299,1,380,13,False
1222,1302,984,1,1,1,1,3,45,1,0,22,False,False,218,50,4817,146,256,True
1223,1304,5175,1,0,1,1,4,82,0,1,2,True,False,0,0,0,0,0,True
1224,1304,5271,1,0,0,1,4,82,0,1,4,False,False,0,0,0,0,0,False
1225,1304,8346,1,0,0,1,4,82,0,1,10,False,False,0,0,0,0,0,False
1226,1304,6982,1,0,0,1,4,82,0,1,9,False,False,0,0,0,0,0,True
1227,1304,5719,1,0,0,1,4,82,0,1,37,True,False,0,0,0,0,0,False
1228,1304,5313,1,0,1,0,4,82,0,1,2,False,False,0,0,0,0,0,True
1229,1306,8421,0,1,0,1,1,56,1,0,44,False,False,0,3863,1,1010,514,True
1230,1306,433,0,1,1,1,1,56,1,0,11,False,False,0,0,0,0,0,True
1231,1307,566,1,0,0,1,6,193,0,1,22,True,False,0,0,0,0,0,False
1232,1308,2320,0,1,1,1,6,1372,0,1,40,True,False,0,0,0,0,0,True
1233,1308,7446,0,1,1,1,4,94,1,0,30,False,False,278,3300,0,8145,2519,False
1234,1308,3491,0,1,1,1,4,94,1,0,37,False,False,0,439,0,3198,6,False
1235,1308,5423,0,1,1,1,4,94,1,0,26,True,False,0,0,0,0,0,True
1236,1309,6547,1,0,0,1,5,264,0,1,19,False,False,0,4,109,0,671,True
1237,1310,4717,0,1,0,1,2,52,1,0,57,False,False,0,987,1,4948,53,False
1238,1311,6286,1,1,0,1,5,265,0,1,1,False,False,0,0,0,0,0,True
1239,1311,8081,1,1,0,1,5,265,0,1,17,False,False,948,47,292,0,0,False
1240,1311,5757,1,1,0,1,3,43,0,1,26,False,False,1946,4,4,0,623,False
1241,1312,2101,1,0,1,1,6,194,0,1,21,True,False,0,0,0,0,0,True
1242,1316,6816,0,1,0,1,4,95,1,0,28,True,False,0,0,0,0,0,True
1243,1316,699,0,1,1,1,4,95,1,0,36,False,False,0,847,1,4664,89,False
1244,1317,7768,1,1,0,1,5,266,0,1,25,False,False,2508,0,23,0,67,False
1245,1322,7789,1,0,0,1,6,196,0,1,40,True,False,0,0,0,0,0,True
1246,1323,4322,1,0,1,1,5,267,0,1,23,True,False,0,0,0,0,0,True
1247,1324,1543,1,0,1,1,6,199,1,0,2,True,False,0,0,0,0,0,False
1248,1324,8214,1,0,1,1,6,199,1,0,10,False,False,0,0,0,0,0,False
1249,1324,4951,1,0,0,1,6,199,1,0,43,True,False,0,0,0,0,0,True
1250,1325,4342,1,0,0,1,4,97,1,0,0,True,False,0,0,0,0,0,True
1251,1325,8322,1,0,0,1,4,97,1,0,24,False,False,70,160,340,0,336,False
1252,1325,4982,1,0,0,1,4,97,1,0,42,True,False,0,0,0,0,0,True
1253,1326,8084,1,1,0,1,5,257,1,0,30,False,False,1450,0,0,0,1147,False
1254,1326,7324,1,1,0,1,5,257,1,0,19,False,False,1507,0,260,0,0,False
1255,1328,4367,1,0,0,1,6,198,0,1,26,True,False,0,0,0,0,0,False
1256,1330,7335,1,1,0,1,3,46,1,0,47,False,False,405,0,193,458,0,False
1257,1330,3916,1,1,0,1,3,46,1,0,28,False,False,120,8,1128,1,7,True
1258,1331,1583,1,0,1,0,6,200,1,0,24,True,False,0,0,0,0,0,True
1259,1332,4613,1,0,0,1,4,98,1,0,29,False,False,28,0,561,203,0,False
1260,1333,2680,1,0,1,0,5,269,0,1,32,False,False,0,486,0,229,26,False
1261,1335,7024,1,0,0,1,6,199,0,1,44,True,False,0,0,0,0,0,False
1262,1336,2622,1,0,0,1,6,201,1,0,17,True,False,0,0,0,0,0,True
1263,1337,1329,1,0,1,1,5,258,1,0,35,False,False,775,14,0,610,4,False
1264,1340,6107,1,0,0,1,6,203,1,0,23,True,False,0,0,0,0,0,False
1265,1342,2118,1,0,0,1,6,200,0,1,34,False,False,0,118,5,0,761,False
1266,1345,5657,1,0,0,1,5,260,1,0,25,False,False,1174,0,18,721,0,False
1267,1347,4558,1,0,0,1,5,271,0,1,67,False,False,0,761,0,1,0,True
1268,1348,959,0,1,0,1,1,57,1,0,22,False,False,0,1531,0,369,2969,False
1269,1348,800,0,1,0,1,1,57,1,0,32,True,False,0,0,0,0,0,True
1270,1350,7045,1,0,1,1,6,206,1,0,27,True,False,0,0,0,0,0,True
1271,1350,4078,1,0,0,1,5,261,1,0,14,False,False,1489,2,126,460,72,False
1272,1350,5272,1,0,1,0,6,206,1,0,42,False,False,491,106,8,202,0,False
1273,1350,5139,1,0,1,0,6,206,1,0,19,True,False,0,0,0,0,0,False
1274,1351,547,1,0,0,1,6,202,0,1,22,False,False,0,0,0,0,0,False
1275,1352,7192,1,1,0,1,5,272,0,1,31,False,False,43,782,1,660,0,False
1276,1353,2368,1,1,0,1,5,262,1,0,10,False,False,0,0,0,0,0,True
1277,1353,992,1,1,0,1,5,262,1,0,39,False,False,1535,0,340,0,723,False
1278,1353,1788,1,1,0,1,5,262,1,0,41,True,False,0,0,0,0,0,True
1279,1353,3044,1,1,0,1,5,262,1,0,0,False,False,0,0,0,0,0,True
1280,1355,7715,1,0,1,0,6,203,0,1,22,True,False,0,0,0,0,0,True
1281,1356,4890,1,0,0,1,6,207,1,0,21,False,False,0,39,0,310,539,False
1282,1357,1119,1,1,0,1,3,48,1,0,40,True,False,0,0,0,0,0,True
1283,1360,7604,1,0,0,1,4,100,1,0,25,False,False,0,997,0,0,0,True
1284,1362,923,1,0,0,1,5,265,1,0,23,False,False,0,1268,0,119,2,False
1285,1365,303,0,1,1,1,1,58,1,0,33,False,False,77,2381,0,3656,150,False
1286,1365,524,0,1,0,1,1,58,1,0,20,True,False,0,0,0,0,0,True
1287,1366,6959,1,0,1,1,6,206,0,1,40,True,False,0,75,0,0,0,True
1288,1368,3973,1,0,0,1,6,208,0,1,27,True,False,0,0,0,0,0,False
1289,1370,7725,1,0,0,1,4,102,1,0,21,False,False,965,0,23,3,0,False
1290,1371,2460,1,1,0,1,3,44,0,1,25,False,False,591,466,0,0,0,False
1291,1375,227,1,0,0,1,6,208,1,0,2,False,False,0,0,0,0,0,False
1292,1375,3623,1,0,0,1,5,267,1,0,19,False,False,0,3,946,0,0,False
1293,1376,4577,1,0,0,1,6,211,0,1,41,True,False,0,0,0,0,0,False
1294,1377,1963,0,1,0,1,2,52,0,1,43,False,False,0,2801,537,42,144,True
1295,1378,4473,1,0,0,1,6,212,0,1,19,False,False,245,41,550,22,0,False
1296,1378,2705,1,0,0,1,5,275,0,1,22,False,False,926,0,0,0,78,True
1297,1379,4989,1,0,0,1,5,268,1,0,16,False,False,0,30,0,769,4,False
1298,1380,6405,0,1,1,1,2,53,1,0,42,False,False,0,21,0,2735,3604,False
1299,1381,7308,1,0,1,0,6,209,1,0,20,True,False,0,0,0,0,0,True
1300,1382,6651,1,0,0,1,4,104,1,0,35,False,False,0,1125,429,0,55,False
1301,1383,6520,0,1,0,1,3,49,1,0,53,True,False,0,0,0,0,0,True
1302,1384,8043,1,0,0,1,4,105,1,0,17,False,False,21,0,690,260,5,False
1303,1384,1111,1,0,0,1,6,210,1,0,6,True,False,0,0,0,0,0,False
1304,1384,3118,1,0,0,1,5,269,1,0,22,False,False,0,442,0,0,368,True
1305,1384,7044,1,0,0,1,5,269,1,0,41,False,False,338,0,377,2,86,True
1306,1384,2981,1,0,0,1,4,105,1,0,19,False,False,189,510,0,0,0,True
1307,1385,471,1,1,0,1,6,213,0,1,39,False,False,705,3,0,0,0,False
1308,1386,5792,1,0,0,1,6,214,0,1,23,True,False,0,0,0,0,0,True
1309,1387,7868,1,1,0,1,4,85,0,1,31,False,False,1088,0,280,0,0,False
1310,1389,3755,1,0,1,1,6,212,1,0,38,True,False,0,0,0,0,0,True
1311,1390,5399,1,0,1,0,6,215,0,1,1,True,False,0,0,0,0,0,True
1312,1391,1090,1,1,0,1,5,276,0,1,13,True,False,0,0,0,0,0,True
1313,1391,1775,1,1,0,1,5,276,0,1,21,False,False,1072,79,46,16,0,False
1314,1391,3148,1,1,1,1,5,276,0,1,44,False,False,485,2,210,0,351,False
1315,1393,5526,1,1,0,1,5,270,1,0,36,False,False,42,0,212,151,1853,False
1316,1393,5820,1,1,0,1,5,270,1,0,19,False,False,2058,0,224,298,19,False
1317,1395,8297,1,0,0,1,6,214,1,0,7,False,False,0,0,0,0,0,True
1318,1397,3700,1,0,0,1,5,271,1,0,39,False,False,386,190,0,489,0,False
1319,1398,69,1,0,0,1,6,216,0,1,28,False,False,0,508,334,0,46,True
1320,1399,3814,1,0,0,1,5,272,1,0,28,False,False,0,0,529,560,60,False
1321,1400,3699,1,0,1,1,6,217,0,1,14,True,False,0,0,0,0,0,True
1322,1401,3610,1,0,0,1,6,218,0,1,18,False,False,0,0,599,59,152,False
1323,1402,2107,1,0,1,0,6,215,1,0,23,True,False,0,0,0,0,0,True
1324,1402,4883,1,0,1,1,6,215,1,0,33,True,False,0,0,0,0,0,True
1325,1403,1230,1,0,0,1,4,86,0,1,18,False,False,1656,0,0,0,0,False
1326,1404,145,0,1,0,1,1,60,1,0,47,False,False,1,734,28,78,3471,False
1327,1404,709,0,1,0,1,6,494,1,0,42,False,False,0,51,0,4170,13,False
1328,1406,5756,1,1,0,1,4,106,1,0,17,False,False,36,0,1013,0,0,False
1329,1407,4912,1,0,0,1,5,278,0,1,21,False,False,737,4,27,8,0,False
1330,1407,2228,1,0,1,0,5,278,0,1,17,False,False,8,222,3,401,0,True
1331,1408,6363,1,0,1,0,6,216,1,0,26,False,False,4,770,0,0,0,False
1332,1410,2928,1,0,0,1,5,279,0,1,23,False,False,0,567,896,0,122,False
1333,1412,557,1,0,1,1,6,217,1,0,15,False,False,0,0,241,0,832,False
1334,1413,3248,1,0,1,0,6,218,1,0,18,True,False,0,0,0,0,0,False
1335,1414,534,1,0,0,1,5,280,0,1,65,False,False,259,0,0,0,1916,False
1336,1415,6358,0,1,1,1,3,45,0,1,33,False,False,13,0,2011,17,32,True
1337,1416,7662,1,0,0,1,6,219,0,1,27,True,False,0,0,0,0,0,False
1338,1417,296,0,1,0,1,2,54,1,0,41,False,False,0,184,0,1520,3358,False
1339,1419,3417,1,1,0,1,5,273,1,0,42,False,False,1381,0,1243,0,0,False
1340,1420,8279,1,1,0,1,4,108,1,0,16,True,False,0,0,0,0,0,False
1341,1421,8271,1,1,0,1,5,274,1,0,37,False,False,328,6153,0,26,820,False
1342,1421,761,1,1,1,1,5,274,1,0,17,False,False,891,0,243,0,5,False
1343,1423,6968,0,1,0,1,1,61,1,0,24,True,False,0,0,0,0,0,True
1344,1423,1043,0,1,0,1,1,61,1,0,39,True,False,0,0,0,0,0,True
1345,1423,6812,0,1,1,1,1,61,1,0,59,True,False,0,0,0,0,0,True
1346,1424,6894,0,1,0,1,1,47,0,1,32,True,False,0,0,0,0,0,True
1347,1424,3468,0,1,1,1,1,47,0,1,29,False,False,2988,2147,0,0,1779,False
1348,1424,2626,0,1,0,1,1,47,0,1,8,False,False,0,0,0,0,0,True
1349,1424,6387,0,1,1,1,1,47,0,1,28,False,False,0,4380,0,692,0,True
1350,1424,8186,0,1,0,1,1,47,0,1,35,True,False,0,0,0,0,0,True
1351,1425,5477,1,0,0,1,5,282,0,1,24,False,False,711,0,0,59,57,False
1352,1425,5238,1,0,0,1,6,220,0,1,1,True,False,0,0,0,0,0,True
1353,1425,5379,1,0,0,1,6,220,0,1,4,True,False,0,0,0,0,0,True
1354,1426,2456,0,1,1,1,3,46,0,1,28,True,False,0,0,0,0,0,True
1355,1427,4528,1,1,0,1,5,275,1,0,46,True,False,0,0,0,0,0,True
1356,1427,3952,1,1,0,1,5,275,1,0,67,False,False,443,0,1721,250,2,False
1357,1428,767,1,0,0,1,4,109,1,0,44,False,False,0,200,128,460,0,False
1358,1430,5003,1,0,0,1,5,283,0,1,14,False,False,360,0,2116,1,8,False
1359,1431,7783,1,0,0,1,6,221,0,1,23,False,False,0,0,4,0,965,True
1360,1433,330,1,0,0,1,6,219,1,0,51,True,False,0,0,0,0,0,False
1361,1434,2085,1,0,0,1,6,222,0,1,20,False,False,0,258,331,133,0,False
1362,1434,3956,1,0,0,1,5,1736,1,0,0,False,False,0,0,0,0,0,True
1363,1434,2753,1,0,0,1,6,222,0,1,0,True,False,0,0,0,0,0,False
1364,1435,3177,1,0,0,1,6,223,0,1,23,False,False,0,20,26,0,659,False
1365,1438,503,1,0,0,1,4,89,0,1,24,False,False,181,224,0,195,191,False
1366,1439,5015,1,1,0,1,5,279,1,0,41,False,False,112,186,228,760,0,False
1367,1439,2017,1,1,0,1,3,52,1,0,30,False,False,806,100,9,0,47,False
1368,1440,4271,1,0,0,1,5,280,1,0,27,False,False,0,1826,39,11,649,False
1369,1442,4862,1,0,1,0,6,220,1,0,13,True,False,0,0,0,0,0,True
1370,1443,531,1,0,0,1,6,225,0,1,16,True,False,0,0,0,0,0,True
1371,1444,5156,0,1,0,1,2,55,1,0,30,False,False,50,1248,0,1,912,True
1372,1445,8102,1,0,1,0,6,221,1,0,8,False,False,0,0,0,0,0,True
1373,1447,6795,1,0,0,1,6,227,0,1,59,False,False,0,0,0,0,755,False
1374,1450,7429,0,1,1,1,3,53,1,0,43,True,False,0,0,0,0,0,True
1375,1450,1608,0,1,1,1,3,53,1,0,30,False,False,0,138,0,5467,112,False
1376,1451,8465,0,1,1,1,2,56,1,0,46,False,False,202,484,0,3208,2485,False
1377,1451,7935,0,1,0,1,2,56,1,0,39,True,False,0,0,0,0,0,True
1378,1452,707,0,1,0,1,2,53,0,1,21,False,False,5,251,10,26,3384,False
1379,1452,3442,0,1,0,1,6,53,1,0,70,True,False,0,0,0,0,0,True
1380,1452,481,0,1,1,1,2,53,0,1,34,False,False,0,1646,0,51,1462,False
1381,1452,3678,0,1,0,1,2,53,0,1,33,False,False,0,774,0,6255,6,False
1382,1452,3347,0,1,1,1,2,53,0,1,44,True,False,0,0,0,0,0,True
1383,1453,4701,1,0,1,1,6,229,0,1,16,True,False,0,2838,32,5,3404,False
1384,1453,621,1,0,0,1,6,229,0,1,63,False,False,3,801,0,0,5,True
1385,1454,1470,0,1,0,1,3,54,1,0,37,False,False,0,13561,15,4060,72,False
1386,1455,5362,0,1,1,1,1,62,1,0,29,True,False,0,0,0,0,0,True
1387,1455,7583,0,1,0,1,1,62,1,0,29,False,False,0,2509,0,16,698,True
1388,1455,6723,0,1,1,1,1,62,1,0,22,True,False,0,0,0,0,0,True
1389,1455,6517,0,1,0,1,1,62,1,0,26,False,False,0,533,2119,10,504,True
1390,1455,637,0,1,1,1,1,62,1,0,76,False,False,0,2732,422,16594,330,False
1391,1457,1279,1,0,0,1,4,110,1,0,61,False,False,0,368,3,4422,0,False
1392,1458,732,1,0,0,1,6,223,1,0,46,False,False,0,0,2020,323,0,False
1393,1460,1245,1,0,1,0,5,285,0,1,19,False,False,0,905,387,0,0,True
1394,1460,2539,1,0,1,0,6,230,0,1,13,True,False,0,0,0,0,0,True
1395,1461,5848,1,0,0,1,6,224,1,0,28,True,False,0,71,0,0,0,False
1396,1462,7717,1,0,0,1,6,231,0,1,30,True,False,0,0,0,0,0,True
1397,1463,2087,1,0,1,0,5,282,1,0,23,False,False,200,414,73,1,1,False
1398,1465,1402,1,0,1,0,6,233,0,1,63,False,False,356,287,0,0,248,False
1399,1467,6749,1,0,0,1,4,111,1,0,21,False,False,894,1,0,61,26,False
1400,1474,5724,1,1,0,1,5,287,0,1,32,True,False,0,0,0,0,0,True
1401,1478,5032,1,0,0,1,5,289,0,1,33,False,False,0,0,0,417,2372,False
1402,1478,7782,1,0,1,0,5,289,0,1,39,False,False,0,19,733,0,701,False
1403,1479,1850,1,1,0,1,5,290,0,1,49,True,False,0,0,0,0,0,True
1404,1481,4771,1,1,0,1,4,91,0,1,27,False,False,555,0,744,0,0,False
1405,1484,4802,1,0,0,1,4,93,0,1,16,True,False,92,1,884,0,0,False
1406,1485,3945,1,1,0,1,5,291,0,1,38,True,False,0,0,0,0,0,True
1407,1488,6349,1,1,0,1,4,94,0,1,42,True,False,0,0,0,0,0,True
1408,1489,4610,1,0,0,1,6,229,1,0,19,False,False,73,0,0,813,2,False
1409,1490,1483,0,1,1,1,3,47,0,1,26,False,False,0,304,0,3998,129,False
1410,1491,4878,1,0,1,1,6,240,0,1,32,False,False,0,0,0,817,8,True
1411,1491,7474,1,0,0,1,5,292,0,1,56,False,False,0,51,0,2,706,False
1412,1491,1051,1,0,0,1,6,240,0,1,0,False,False,0,0,0,0,0,True
1413,1493,2561,1,0,0,1,5,285,1,0,38,False,False,35,0,0,0,713,False
1414,1498,4566,1,0,0,1,5,295,0,1,30,False,False,0,495,206,0,153,False
1415,1499,7611,1,0,0,1,5,287,1,0,21,False,False,5,0,0,2,1061,False
1416,1500,3927,1,0,0,1,6,230,1,0,11,False,False,0,0,0,0,0,False
1417,1500,3295,1,0,0,1,6,230,1,0,3,False,False,0,0,0,0,0,False
1418,1500,4363,1,0,1,1,6,230,1,0,17,False,False,0,55,913,0,55,True
1419,1500,561,1,0,1,1,6,230,1,0,35,False,False,0,0,0,0,0,True
1420,1500,4070,1,0,1,1,5,288,1,0,17,False,False,319,184,0,0,376,False
1421,1500,1229,1,0,0,1,6,230,1,0,0,True,False,0,0,0,0,0,True
1422,1500,2944,1,0,0,1,6,230,1,0,46,True,False,0,0,0,0,0,True
1423,1501,4516,1,0,0,1,6,243,0,1,63,False,False,0,216,0,594,0,False
1424,1503,4739,1,1,0,1,3,48,0,1,35,False,False,1890,0,497,1,0,False
1425,1503,8161,1,1,0,1,3,48,0,1,61,False,False,1114,0,68,0,0,False
1426,1506,940,1,0,1,1,5,298,0,1,19,False,False,0,24,615,9,0,True
1427,1507,2955,1,0,0,1,5,289,1,0,43,False,False,0,0,1217,2,0,True
1428,1507,4269,1,0,0,1,5,289,1,0,14,False,False,1,1,683,419,0,False
1429,1507,623,1,0,0,1,6,231,1,0,78,False,False,0,0,0,441,4,False
1430,1507,4713,1,0,0,1,5,289,1,0,21,False,False,398,490,0,2,0,False
1431,1509,7379,1,1,0,1,4,95,0,1,32,False,False,1240,0,58,0,0,False
1432,1510,8371,1,1,0,1,5,291,1,0,31,False,False,1226,0,1,0,0,False
1433,1511,518,0,1,0,1,1,63,1,0,40,False,False,1006,557,0,284,329,True
1434,1511,2321,0,1,0,1,1,63,1,0,13,True,False,0,0,0,0,0,True
1435,1511,5253,0,1,0,1,1,63,1,0,36,False,False,0,2345,0,1966,27,False
1436,1511,8350,0,1,1,1,1,63,1,0,31,False,False,65,2121,0,6431,1,False
1437,1515,3848,1,0,0,1,5,293,1,0,18,False,False,765,0,13,0,0,False
1438,1520,3733,1,0,0,1,6,235,1,0,40,True,False,0,0,0,0,0,True
1439,1521,6578,1,1,0,1,5,295,1,0,28,True,False,0,0,0,0,0,True
1440,1523,4114,0,1,1,1,1,64,1,0,41,True,False,0,147,0,0,0,True
1441,1523,978,0,1,0,1,1,64,1,0,35,True,False,0,0,0,0,0,True
1442,1524,7665,1,0,0,1,6,236,1,0,14,True,False,0,0,0,0,0,True
1443,1525,6926,1,1,0,1,5,299,0,1,20,False,False,539,1269,38,0,0,True
1444,1526,4579,1,0,1,1,5,300,0,1,23,False,False,4,0,2,254,521,False
1445,1527,2327,0,1,1,1,3,49,0,1,22,True,False,0,0,0,0,0,True
1446,1527,523,0,1,0,1,3,49,0,1,25,False,False,0,0,0,0,0,True
1447,1528,2494,1,1,1,1,3,50,0,1,18,False,False,3992,673,1360,2,0,True
1448,1529,372,0,1,1,0,0,16,1,0,25,False,True,0,7069,0,45,282,True
1449,1529,4747,0,1,0,1,0,16,1,0,30,False,False,0,0,0,0,0,True
1450,1531,4700,1,0,0,1,6,237,1,0,46,False,False,0,0,533,277,0,False
1451,1532,178,0,1,0,1,1,65,1,0,27,False,False,0,31,0,1,11378,False
1452,1533,7858,1,0,0,1,6,244,0,1,53,False,False,1015,0,0,0,1,False
1453,1536,2019,1,1,0,1,5,297,1,0,21,True,False,0,0,0,0,0,True
1454,1539,477,0,1,1,1,0,17,1,0,32,False,False,54,3782,0,21,5,True
1455,1540,7015,0,1,0,1,2,55,0,1,32,False,False,1,470,0,1440,2114,False
1456,1540,2455,0,1,0,1,2,55,0,1,33,False,True,0,7139,22,0,553,True
1457,1540,921,0,1,0,1,2,55,0,1,26,False,False,0,170,0,3718,0,False
1458,1541,1535,1,0,0,1,5,298,1,0,47,False,False,12,7,0,720,0,True
